latitude,longitude,altitude,geometry,id,type,firstName,lastName,weight,displayWeight,height,displayHeight,age,dateOfBirth,debutYear,headshotUrl,jersey,positionName,positionDisplayName,birthCity,birthState,birthCountry,teamId,teamUrl,statsUrl,active,statusType,statusName,league,birthStateAbbr,country2Code
36.1678,-86.7781,,Point,3886834,football,Ugo,Amadi,201,201 lbs,69,"5' 9""",26,1997-05-16T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3886834.png,39,Safety,S,Nashville,Tennessee,United States,18,{api}football/leagues/nfl/seasons/2023/teams/18?lang=en&region=us,{api}football/leagues/nfl/athletes/3886834/statistics?lang=en&region=us,true,active,Active,nfl,TN,US
39.2906,-76.6093,,Point,2582132,football,Adrian,Amos,214,214 lbs,72,"6' 0""",30,1993-04-29T07:00:00.000Z,2015,https://a.espncdn.com/i/headshots/nfl/players/full/2582132.png,,Safety,S,Baltimore,Maryland,United States,20,{api}football/leagues/nfl/seasons/2023/teams/20?lang=en&region=us,{api}football/leagues/nfl/athletes/2582132/statistics?lang=en&region=us,true,active,Active,nfl,MD,US
39.9522,-75.1622,,Point,4252209,football,Jaquan,Amos,194,194 lbs,72,"6' 0""",24,1998-11-04T08:00:00.000Z,,,37,Safety,S,Philadelphia,Pennsylvania,United States,33,{api}football/leagues/nfl/seasons/2023/teams/33?lang=en&region=us,,true,active,Active,nfl,PA,US
33.8601,-84.6844,,Point,4035478,football,Tremayne,Anchrum Jr.,314,314 lbs,74,"6' 2""",25,1998-06-24T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/4035478.png,72,Offensive Tackle,OT,Powder Springs,Georgia,United States,14,{api}football/leagues/nfl/seasons/2023/teams/14?lang=en&region=us,{api}football/leagues/nfl/athletes/4035478/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
45.2155,-112.6336,,Point,4247807,football,Troy,Andersen,235,235 lbs,76,"6' 4""",24,1999-04-23T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4247807.png,44,Linebacker,LB,Dillon,Montana,United States,1,{api}football/leagues/nfl/seasons/2023/teams/1?lang=en&region=us,{api}football/leagues/nfl/athletes/4247807/statistics?lang=en&region=us,true,active,Active,nfl,MT,US
39.4902,-74.4739,,Point,3119119,football,Abdullah,Anderson,295,295 lbs,76,"6' 4""",27,1996-01-24T08:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3119119.png,92,Defensive Tackle,DT,Galloway,New Jersey,United States,28,{api}football/leagues/nfl/seasons/2023/teams/28?lang=en&region=us,{api}football/leagues/nfl/athletes/3119119/statistics?lang=en&region=us,true,active,Active,nfl,NJ,US
34.1026,-117.4357,,Point,4367203,football,Alec,Anderson,305,305 lbs,77,"6' 5""",23,1999-10-03T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4367203.png,70,Offensive Tackle,OT,Fontana,California,United States,2,{api}football/leagues/nfl/seasons/2023/teams/2?lang=en&region=us,,true,active,Active,nfl,CA,US
30.2676,-97.743,,Point,3123867,football,Calvin,Anderson,300,300 lbs,77,"6' 5""",27,1996-03-25T08:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3123867.png,76,Offensive Tackle,OT,Austin,Texas,United States,17,{api}football/leagues/nfl/seasons/2023/teams/17?lang=en&region=us,{api}football/leagues/nfl/athletes/3123867/statistics?lang=en&region=us,true,active,Active,nfl,TX,US
33.7483,-84.3911,,Point,2517752,football,Henry,Anderson,300,300 lbs,78,"6' 6""",31,1991-08-03T07:00:00.000Z,2015,https://a.espncdn.com/i/headshots/nfl/players/full/2517752.png,94,Defensive End,DE,Atlanta,Georgia,United States,29,{api}football/leagues/nfl/seasons/2023/teams/29?lang=en&region=us,{api}football/leagues/nfl/athletes/2517752/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
33.1505,-96.8346,,Point,4241844,football,Jack,Anderson,314,314 lbs,76,"6' 4""",24,1998-10-02T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4241844.png,77,Guard,G,Frisco,Texas,United States,19,{api}football/leagues/nfl/seasons/2023/teams/19?lang=en&region=us,{api}football/leagues/nfl/athletes/4241844/statistics?lang=en&region=us,true,active,Active,nfl,TX,US
40.8471,-74.6989,,Point,4368056,football,Liam,Anderson,225,225 lbs,75,"6' 3""",23,2000-04-30T07:00:00.000Z,,,,Linebacker,LB,Flanders,New Jersey,United States,11,{api}football/leagues/nfl/seasons/2023/teams/11?lang=en&region=us,,true,active,Active,nfl,NJ,US
38.6277,-90.1996,,Point,4426572,football,MJ,Anderson,275,275 lbs,75,"6' 3""",22,2001-01-15T08:00:00.000Z,,,,Defensive End,DE,St Louis,Missouri,United States,26,{api}football/leagues/nfl/seasons/2023/teams/26?lang=en&region=us,,true,active,Active,nfl,MO,US
32.35,-90.8816,,Point,4568626,football,Nick,Anderson,225,225 lbs,70,"5' 10""",23,2000-01-27T08:00:00.000Z,,,,Linebacker,LB,Vicksburg,Mississippi,United States,18,{api}football/leagues/nfl/seasons/2023/teams/18?lang=en&region=us,,true,active,Active,nfl,MS,US
42.8447,-84.5579,,Point,4259327,football,Ryan,Anderson,197,197 lbs,73,"6' 1""",28,1995-05-02T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/4259327.png,17,Punter,P,Dewitt,Michigan,United States,3,{api}football/leagues/nfl/seasons/2023/teams/3?lang=en&region=us,,true,active,Active,nfl,MI,US
29.7877,-95.8233,,Point,4242430,football,Ryder,Anderson,276,276 lbs,78,"6' 6""",24,1998-10-15T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4242430.png,90,Defensive End,DE,Katy,Texas,United States,19,{api}football/leagues/nfl/seasons/2023/teams/19?lang=en&region=us,{api}football/leagues/nfl/athletes/4242430/statistics?lang=en&region=us,true,active,Active,nfl,TX,US
38.961,-76.7405,,Point,4372056,football,Spencer,Anderson,320,320 lbs,77,"6' 5""",23,2000-06-07T07:00:00.000Z,,,,Guard,G,Bowie,Maryland,United States,23,{api}football/leagues/nfl/seasons/2023/teams/23?lang=en&region=us,,true,active,Active,nfl,MD,US
41.654,-83.5367,,Point,4257240,football,Tycen,Anderson,209,209 lbs,74,"6' 2""",24,1999-06-13T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4257240.png,26,Safety,S,Toledo,Ohio,United States,4,{api}football/leagues/nfl/seasons/2023/teams/4?lang=en&region=us,,true,active,Active,nfl,OH,US
40.6379,-112.2952,,Point,3932335,football,Zayne,Anderson,206,206 lbs,74,"6' 2""",26,1997-01-03T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/3932335.png,38,Safety,S,Stansbury Park,Utah,United States,2,{api}football/leagues/nfl/seasons/2023/teams/2?lang=en&region=us,{api}football/leagues/nfl/athletes/3932335/statistics?lang=en&region=us,true,active,Active,nfl,UT,US
33.3877,-84.2829,,Point,4685724,football,Will,Anderson Jr.,243,243 lbs,76,"6' 4""",21,2001-09-02T07:00:00.000Z,,,51,Defensive End,DE,Hampton,Georgia,United States,34,{api}football/leagues/nfl/seasons/2023/teams/34?lang=en&region=us,,true,active,Active,nfl,GA,US
34.0239,-84.1892,,Point,2578529,football,David,Andrews,300,300 lbs,75,"6' 3""",31,1992-07-10T07:00:00.000Z,2015,https://a.espncdn.com/i/headshots/nfl/players/full/2578529.png,60,Center,C,Johns Creek,Georgia,United States,17,{api}football/leagues/nfl/seasons/2023/teams/17?lang=en&region=us,{api}football/leagues/nfl/athletes/2578529/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
32.4801,-86.3622,,Point,4362732,football,Jake,Andrews,325,325 lbs,75,"6' 3""",23,1999-11-11T08:00:00.000Z,,,,Center,C,Millbrook,Alabama,United States,17,{api}football/leagues/nfl/seasons/2023/teams/17?lang=en&region=us,,true,active,Active,nfl,AL,US
33.494,-111.9205,,Point,3116365,football,Mark,Andrews,256,256 lbs,77,"6' 5""",27,1995-09-06T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3116365.png,89,Tight End,TE,Scottsdale,Arizona,United States,33,{api}football/leagues/nfl/seasons/2023/teams/33?lang=en&region=us,{api}football/leagues/nfl/athletes/3116365/statistics?lang=en&region=us,true,active,Active,nfl,AZ,US
34.2234,-119.0507,,Point,14950,football,Bryan,Anger,202,202 lbs,75,"6' 3""",34,1988-10-06T07:00:00.000Z,2012,https://a.espncdn.com/i/headshots/nfl/players/full/14950.png,5,Punter,P,Camarillo,California,United States,6,{api}football/leagues/nfl/seasons/2023/teams/6?lang=en&region=us,{api}football/leagues/nfl/athletes/14950/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
45.4252,-75.7,,Point,3008150,football,Eli,Ankou,325,325 lbs,75,"6' 3""",29,1994-06-08T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/3008150.png,51,Defensive Tackle,DT,Ottawa,Ontario,Canada,2,{api}football/leagues/nfl/seasons/2023/teams/2?lang=en&region=us,{api}football/leagues/nfl/athletes/3008150/statistics?lang=en&region=us,true,active,Active,nfl,ON,CA
39.1034,-94.5831,,Point,4612387,football,Felix,Anudike-Uzomah,255,255 lbs,76,"6' 4""",21,2002-01-24T08:00:00.000Z,,,,Defensive End,DE,Kansas City,Missouri,United States,12,{api}football/leagues/nfl/seasons/2023/teams/12?lang=en&region=us,,true,active,Active,nfl,MO,US
29.5524,-95.2553,,Point,4371195,football,Kelechi,Anyalebechi,240,240 lbs,72,"6' 0""",22,2000-09-21T07:00:00.000Z,,,,Linebacker,LB,Pearland,Texas,United States,14,{api}football/leagues/nfl/seasons/2023/teams/14?lang=en&region=us,,true,active,Active,nfl,TX,US
40.3347,-75.961,,Point,3043107,football,Alex,Anzalone,238,238 lbs,75,"6' 3""",28,1994-09-22T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/3043107.png,34,Linebacker,LB,Wyomissing,Pennsylvania,United States,8,{api}football/leagues/nfl/seasons/2023/teams/8?lang=en&region=us,{api}football/leagues/nfl/athletes/3043107/statistics?lang=en&region=us,true,active,Active,nfl,PA,US
40.3551,-80.0487,,Point,3116152,football,Troy,Apke,205,205 lbs,73,"6' 1""",28,1995-04-11T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3116152.png,30,Cornerback,CB,Mt Lebanon,Pennsylvania,United States,28,{api}football/leagues/nfl/seasons/2023/teams/28?lang=en&region=us,{api}football/leagues/nfl/athletes/3116152/statistics?lang=en&region=us,true,active,Active,nfl,PA,US
35.0478,-82.0903,,Point,3931397,football,J.J.,Arcega-Whiteside,225,225 lbs,74,"6' 2""",26,1996-12-31T08:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3931397.png,,Wide Receiver,WR,Inman,South Carolina,United States,1,{api}football/leagues/nfl/seasons/2023/teams/1?lang=en&region=us,{api}football/leagues/nfl/athletes/3931397/statistics?lang=en&region=us,true,active,Active,nfl,SC,US
40.1578,-83.0764,,Point,4046707,football,AJ,Arcuri,320,320 lbs,79,"6' 7""",25,1997-08-13T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4046707.png,61,Offensive Tackle,OT,Powell,Ohio,United States,14,{api}football/leagues/nfl/seasons/2023/teams/14?lang=en&region=us,{api}football/leagues/nfl/athletes/4046707/statistics?lang=en&region=us,true,active,Active,nfl,OH,US
47.8572,-122.2204,,Point,4360644,football,Daniel,Arias,210,210 lbs,76,"6' 4""",24,1998-09-02T07:00:00.000Z,,,87,Wide Receiver,WR,Mill Creek,Washington,United States,22,{api}football/leagues/nfl/seasons/2023/teams/22?lang=en&region=us,,true,active,Active,nfl,WA,US
33.9531,-83.988,,Point,4212884,football,Alex,Armah,255,255 lbs,73,"6' 1""",29,1994-05-17T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/4212884.png,40,Running Back,RB,Lawrenceville,Georgia,United States,28,{api}football/leagues/nfl/seasons/2023/teams/28?lang=en&region=us,{api}football/leagues/nfl/athletes/4212884/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
30.6865,-88.053,,Point,4372017,football,Jalyn,Armour-Davis,195,195 lbs,73,"6' 1""",23,1999-09-03T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4372017.png,5,Cornerback,CB,Mobile,Alabama,United States,33,{api}football/leagues/nfl/seasons/2023/teams/33?lang=en&region=us,{api}football/leagues/nfl/athletes/4372017/statistics?lang=en&region=us,true,active,Active,nfl,AL,US
38.5794,-121.4908,,Point,2971275,football,Arik,Armstead,290,290 lbs,79,"6' 7""",29,1993-11-15T08:00:00.000Z,2015,https://a.espncdn.com/i/headshots/nfl/players/full/2971275.png,91,Defensive End,DE,Sacramento,California,United States,25,{api}football/leagues/nfl/seasons/2023/teams/25?lang=en&region=us,{api}football/leagues/nfl/athletes/2971275/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
38.5705,-90.1912,,Point,15821,football,Terron,Armstead,304,304 lbs,77,"6' 5""",31,1991-07-23T07:00:00.000Z,2013,https://a.espncdn.com/i/headshots/nfl/players/full/15821.png,72,Offensive Tackle,OT,Cahokia,Illinois,United States,15,{api}football/leagues/nfl/seasons/2023/teams/15?lang=en&region=us,{api}football/leagues/nfl/athletes/15821/statistics?lang=en&region=us,true,active,Active,nfl,IL,US
31.4965,-89.7433,,Point,3123963,football,Cornell,Armstrong,185,185 lbs,71,"5' 11""",27,1995-09-22T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3123963.png,22,Cornerback,CB,Bassfield,Mississippi,United States,1,{api}football/leagues/nfl/seasons/2023/teams/1?lang=en&region=us,{api}football/leagues/nfl/athletes/3123963/statistics?lang=en&region=us,true,active,Active,nfl,MS,US
29.7608,-95.3695,,Point,3928979,football,Dorance,Armstrong,255,255 lbs,76,"6' 4""",26,1997-06-10T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3928979.png,92,Defensive End,DE,Houston,Texas,United States,6,{api}football/leagues/nfl/seasons/2023/teams/6?lang=en&region=us,{api}football/leagues/nfl/athletes/3928979/statistics?lang=en&region=us,true,active,Active,nfl,TX,US
46.8759,-96.7818,,Point,4212989,football,Dan,Arnold,220,220 lbs,78,"6' 6""",28,1995-03-15T08:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/4212989.png,,Tight End,TE,Fargo,North Dakota,United States,21,{api}football/leagues/nfl/seasons/2023/teams/21?lang=en&region=us,{api}football/leagues/nfl/athletes/4212989/statistics?lang=en&region=us,true,active,Active,nfl,ND,US
30.3761,-94.314,,Point,4035389,football,Grayland,Arnold,187,187 lbs,70,"5' 10""",25,1997-09-04T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/4035389.png,25,Safety,S,Kountze,Texas,United States,34,{api}football/leagues/nfl/seasons/2023/teams/34?lang=en&region=us,{api}football/leagues/nfl/athletes/4035389/statistics?lang=en&region=us,true,active,Active,nfl,TX,US
39.962,-83.0027,,Point,4360255,football,Brian,Asamoah II,226,226 lbs,72,"6' 0""",23,2000-03-29T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4360255.png,33,Linebacker,LB,Columbus,Ohio,United States,16,{api}football/leagues/nfl/seasons/2023/teams/16?lang=en&region=us,{api}football/leagues/nfl/athletes/4360255/statistics?lang=en&region=us,true,active,Active,nfl,OH,US
37.547,-122.3148,,Point,4046522,football,Devin,Asiasi,260,260 lbs,75,"6' 3""",25,1997-08-14T07:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/4046522.png,86,Tight End,TE,San Mateo,California,United States,4,{api}football/leagues/nfl/seasons/2023/teams/4?lang=en&region=us,{api}football/leagues/nfl/athletes/4046522/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
25.7748,-80.1977,,Point,4360797,football,Tutu,Atwell,165,165 lbs,69,"5' 9""",23,1999-10-07T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4360797.png,15,Wide Receiver,WR,Miami,Florida,United States,14,{api}football/leagues/nfl/seasons/2023/teams/14?lang=en&region=us,{api}football/leagues/nfl/athletes/4360797/statistics?lang=en&region=us,true,active,Active,nfl,FL,US
19.7192,-155.0819,,Point,4569301,football,Malaesala,Aumavae-Laulu,330,330 lbs,78,"6' 6""",24,1999-05-25T07:00:00.000Z,,,71,Offensive Tackle,OT,Hilo,Hawaii,United States,33,{api}football/leagues/nfl/seasons/2023/teams/33?lang=en&region=us,,true,active,Active,nfl,HI,US
33.7667,-118.1924,,Point,4426599,football,Alex,Austin,191,191 lbs,73,"6' 1""",22,2001-05-22T07:00:00.000Z,,,29,Cornerback,CB,Long Beach,California,United States,2,{api}football/leagues/nfl/seasons/2023/teams/2?lang=en&region=us,,true,active,Active,nfl,CA,US
35.1498,-90.0492,,Point,4243389,football,Calvin,Austin III,162,162 lbs,69,"5' 9""",24,1999-03-24T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4243389.png,19,Wide Receiver,WR,Memphis,Tennessee,United States,23,{api}football/leagues/nfl/seasons/2023/teams/23?lang=en&region=us,,true,active,Active,nfl,TN,US
26.124,-80.1436,,Point,4372758,football,Kevin,Austin Jr.,200,200 lbs,74,"6' 2""",23,2000-03-30T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4372758.png,80,Wide Receiver,WR,Fort Lauderdale,Florida,United States,30,{api}football/leagues/nfl/seasons/2023/teams/30?lang=en&region=us,,true,active,Active,nfl,FL,US
35.3502,-80.1957,,Point,17447,football,Denico,Autry,285,285 lbs,77,"6' 5""",32,1990-07-15T07:00:00.000Z,2014,https://a.espncdn.com/i/headshots/nfl/players/full/17447.png,96,Defensive End,DE,Albemarle,North Carolina,United States,10,{api}football/leagues/nfl/seasons/2023/teams/10?lang=en&region=us,{api}football/leagues/nfl/athletes/17447/statistics?lang=en&region=us,true,active,Active,nfl,NC,US
32.7782,-96.7951,,Point,4360401,football,Calvin,Avery,325,325 lbs,74,"6' 2""",23,1999-09-04T07:00:00.000Z,,,,Defensive Tackle,DT,Dallas,Texas,United States,16,{api}football/leagues/nfl/seasons/2023/teams/16?lang=en&region=us,,true,active,Active,nfl,TX,US
33.784,-89.81,,Point,3126204,football,Genard,Avery,250,250 lbs,72,"6' 0""",28,1995-04-26T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3126204.png,,Linebacker,LB,Grenada,Mississippi,United States,11,{api}football/leagues/nfl/seasons/2023/teams/11?lang=en&region=us,{api}football/leagues/nfl/athletes/3126204/statistics?lang=en&region=us,true,active,Active,nfl,MS,US
39.2906,-76.6093,,Point,4259300,football,Tre,Avery,181,181 lbs,71,"5' 11""",26,1997-02-26T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4259300.png,23,Cornerback,CB,Baltimore,Maryland,United States,10,{api}football/leagues/nfl/seasons/2023/teams/10?lang=en&region=us,{api}football/leagues/nfl/athletes/4259300/statistics?lang=en&region=us,true,active,Active,nfl,MD,US
32.7356,-97.1077,,Point,4362474,football,Steve,Avila,330,330 lbs,76,"6' 4""",23,1999-10-16T07:00:00.000Z,,,,Guard,G,Arlington,Texas,United States,14,{api}football/leagues/nfl/seasons/2023/teams/14?lang=en&region=us,,true,active,Active,nfl,TX,US
33.5845,-101.845,,Point,4245242,football,Ronald,Awatt,213,213 lbs,72,"6' 0""",25,1997-10-30T08:00:00.000Z,,,,Running Back,RB,Lubbock,Texas,United States,25,{api}football/leagues/nfl/seasons/2023/teams/25?lang=en&region=us,,true,active,Active,nfl,TX,US
45.0189,-93.476,,Point,4040842,football,Kayode,Awosika,315,315 lbs,75,"6' 3""",24,1998-10-27T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4040842.png,74,Guard,G,Plymouth,Minnesota,United States,8,{api}football/leagues/nfl/seasons/2023/teams/8?lang=en&region=us,{api}football/leagues/nfl/athletes/4040842/statistics?lang=en&region=us,true,active,Active,nfl,MN,US
37.3387,-121.8854,,Point,3052101,football,Chidobe,Awuzie,202,202 lbs,72,"6' 0""",28,1995-05-24T07:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/3052101.png,22,Cornerback,CB,San Jose,California,United States,4,{api}football/leagues/nfl/seasons/2023/teams/4?lang=en&region=us,{api}football/leagues/nfl/athletes/3052101/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
34.1757,-118.8481,,Point,3886809,football,Andre,Baccellia,175,175 lbs,70,"5' 10""",26,1997-01-07T08:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/3886809.png,82,Wide Receiver,WR,Thousand Oaks,California,United States,22,{api}football/leagues/nfl/seasons/2023/teams/22?lang=en&region=us,{api}football/leagues/nfl/athletes/3886809/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
41.3973,-81.8231,,Point,4036507,football,Joe,Bachie,235,235 lbs,74,"6' 2""",25,1998-02-26T08:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/4036507.png,49,Linebacker,LB,Brook Park,Ohio,United States,4,{api}football/leagues/nfl/seasons/2023/teams/4?lang=en&region=us,{api}football/leagues/nfl/athletes/4036507/statistics?lang=en&region=us,true,active,Active,nfl,OH,US
34.1499,-118.8187,,Point,3919510,football,Alex,Bachman,190,190 lbs,72,"6' 0""",27,1996-05-29T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3919510.png,14,Wide Receiver,WR,Westlake Village,California,United States,34,{api}football/leagues/nfl/seasons/2023/teams/34?lang=en&region=us,{api}football/leagues/nfl/athletes/3919510/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
48.1364,11.5775,,Point,4686421,football,David,Bada,293,293 lbs,76,"6' 4""",28,1995-04-24T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4686421.png,64,Defensive Tackle,DT,Munich,Bavaria,Germany,28,{api}football/leagues/nfl/seasons/2023/teams/28?lang=en&region=us,{api}football/leagues/nfl/athletes/4686421/statistics?lang=en&region=us,true,active,Active,nfl,BY,DE
40.7175,-74.3621,,Point,3123052,football,Michael,Badgley,188,188 lbs,70,"5' 10""",27,1995-07-28T07:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3123052.png,17,Place kicker,PK,Summit,New Jersey,United States,8,{api}football/leagues/nfl/seasons/2023/teams/8?lang=en&region=us,{api}football/leagues/nfl/athletes/3123052/statistics?lang=en&region=us,true,active,Active,nfl,NJ,US
35.1498,-90.0492,,Point,4362748,football,Tyler,Badie,197,197 lbs,68,"5' 8""",23,2000-02-07T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4362748.png,36,Running Back,RB,Memphis,Tennessee,United States,7,{api}football/leagues/nfl/seasons/2023/teams/7?lang=en&region=us,{api}football/leagues/nfl/athletes/4362748/statistics?lang=en&region=us,true,active,Active,nfl,TN,US
39.4564,-77.9648,,Point,4434153,football,Tyson,Bagent,215,215 lbs,75,"6' 3""",23,2000-06-08T07:00:00.000Z,,,17,Quarterback,QB,Martinsburg,West Virginia,United States,3,{api}football/leagues/nfl/seasons/2023/teams/3?lang=en&region=us,,true,active,Active,nfl,WV,US
32.9873,-117.2707,,Point,3931395,football,Jake,Bailey,205,205 lbs,74,"6' 2""",26,1997-06-18T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3931395.png,7,Punter,P,Solana Beach,California,United States,15,{api}football/leagues/nfl/seasons/2023/teams/15?lang=en&region=us,{api}football/leagues/nfl/athletes/3931395/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
39.962,-83.0027,,Point,3917992,football,Markus,Bailey,235,235 lbs,72,"6' 0""",26,1997-03-07T08:00:00.000Z,2020,https://a.espncdn.com/i/headshots/nfl/players/full/3917992.png,51,Linebacker,LB,Columbus,Ohio,United States,4,{api}football/leagues/nfl/seasons/2023/teams/4?lang=en&region=us,{api}football/leagues/nfl/athletes/3917992/statistics?lang=en&region=us,true,active,Active,nfl,OH,US
33.3305,-111.7903,,Point,3128773,football,Quinn,Bailey,323,323 lbs,78,"6' 6""",27,1995-10-18T07:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3128773.png,75,Offensive Tackle,OT,Gilbert,Arizona,United States,7,{api}football/leagues/nfl/seasons/2023/teams/7?lang=en&region=us,{api}football/leagues/nfl/athletes/3128773/statistics?lang=en&region=us,true,active,Active,nfl,AZ,US
33.019,-80.176,,Point,3924352,football,Zack,Bailey,300,300 lbs,77,"6' 5""",27,1995-11-08T08:00:00.000Z,2019,https://a.espncdn.com/i/headshots/nfl/players/full/3924352.png,78,Offensive Tackle,OT,Summerville,South Carolina,United States,24,{api}football/leagues/nfl/seasons/2023/teams/24?lang=en&region=us,{api}football/leagues/nfl/athletes/3924352/statistics?lang=en&region=us,true,active,Active,nfl,SC,US
47.61,-122.1872,,Point,3127287,football,Budda,Baker,195,195 lbs,70,"5' 10""",27,1996-01-10T08:00:00.000Z,2017,https://a.espncdn.com/i/headshots/nfl/players/full/3127287.png,3,Safety,S,Bellevue,Washington,United States,22,{api}football/leagues/nfl/seasons/2023/teams/22?lang=en&region=us,{api}football/leagues/nfl/athletes/3127287/statistics?lang=en&region=us,true,active,Active,nfl,WA,US
41.5047,-81.6907,,Point,3915507,football,Jerome,Baker,225,225 lbs,74,"6' 2""",26,1996-12-25T08:00:00.000Z,2018,https://a.espncdn.com/i/headshots/nfl/players/full/3915507.png,55,Linebacker,LB,Cleveland,Ohio,United States,15,{api}football/leagues/nfl/seasons/2023/teams/15?lang=en&region=us,{api}football/leagues/nfl/athletes/3915507/statistics?lang=en&region=us,true,active,Active,nfl,OH,US
33.7483,-84.3911,,Point,4068152,football,Kawaan,Baker,215,215 lbs,73,"6' 1""",24,1998-08-24T07:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4068152.png,15,Wide Receiver,WR,Atlanta,Georgia,United States,18,{api}football/leagues/nfl/seasons/2023/teams/18?lang=en&region=us,{api}football/leagues/nfl/athletes/4068152/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
33.3137,-82.097,,Point,4036660,football,Darrell,Baker Jr.,190,190 lbs,73,"6' 1""",25,1998-03-27T08:00:00.000Z,,https://a.espncdn.com/i/headshots/nfl/players/full/4036660.png,39,Cornerback,CB,Hephzibah,Georgia,United States,11,{api}football/leagues/nfl/seasons/2023/teams/11?lang=en&region=us,{api}football/leagues/nfl/athletes/4036660/statistics?lang=en&region=us,true,active,Active,nfl,GA,US
35.7855,-78.6427,,Point,4361664,football,Tyler,Baker-Williams,205,205 lbs,72,"6' 0""",23,1999-11-23T08:00:00.000Z,,,,Safety,S,Raleigh,North Carolina,United States,24,{api}football/leagues/nfl/seasons/2023/teams/24?lang=en&region=us,,true,active,Active,nfl,NC,US
37.5804,-122.3509,,Point,15963,football,David,Bakhtiari,310,310 lbs,76,"6' 4""",31,1991-09-30T07:00:00.000Z,2013,https://a.espncdn.com/i/headshots/nfl/players/full/15963.png,69,Offensive Tackle,OT,Burlingame,California,United States,9,{api}football/leagues/nfl/seasons/2023/teams/9?lang=en&region=us,{api}football/leagues/nfl/athletes/15963/statistics?lang=en&region=us,true,active,Active,nfl,CA,US
41.9032,12.4956,,Point,4373335,football,Habakkuk,Baldonado,260,260 lbs,77,"6' 5""",23,1999-09-06T07:00:00.000Z,,,,Linebacker,LB,Rome,Latium,Italy,19,{api}football/leagues/nfl/seasons/2023/teams/19?lang=en&region=us,,true,active,Active,nfl,,IT
